1010401999004207|143120|95|024040100415432001KD
1010401006000761|6748|50|024040100415432001KD
1010401006000700|21191|50|024040100415432001KD
1010401006000623|1688|70|024040100415432001KD
1010401006000598|22242|2500|024040100415432001KD
