1010401002|14449|1020|024040100415432001KD
1010401002|27302|100|024040100415432001KD
1010401002|2034|2000|024040100415432001KD
1010401999|25191|84|024040100415432001KD
1010401999|25191|84|024040100415432001KD
1010401005|77440|20|024040100415432001KD
