1010401999001283|70200|20|024040100415432001KD
1010401999002456|1323000|15|024040100415432001KD
1010401999002473|83800|30|024040100415432001KD
1010401999002474|40800|160|024040100415432001KD
1010401999002475|42000|160|024040100415432001KD
